2018-12-13 12:38:34,230X825H40,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select concat(`employees`.`emp_name`,material_to_employee_balance.emp_id) AS `emp_name`
       ,concat(`rm_master`.`rm_name`,material_to_employee_balance.rm_id) AS `rm_name`
       ,round(`material_to_employee_balance`.`closing_balance`,3) AS `closing_balance` 
       from ((`material_to_employee_balance` join `employees` on((`material_to_employee_balance`.`emp_id` = `employees`.`emp_id`))) 
       join `rm_master` on((`material_to_employee_balance`.`rm_id` = `rm_master`.`rm_ID`)))")
2018-12-13 12:47:33,94X7174X86,purchase_model,insert_opening,0call  huitech_generate_pivot_table("select emp_id,rm_id,closing_balance from material_to_employee_balance")
2018-12-13 12:55:46,Y3AXA0Y1A0,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select emp_id,rm_master.rm_name,closing_balance from material_to_employee_balance
              inner join rm_master on material_to_employee_balance.rm_id = rm_master.rm_ID")
2018-12-13 01:15:23,Y451388H4Y,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-19 01:35:52,847A7YAAAX,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-19 01:40:17,7709652Y29,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-19 01:41:05,565789HX3X,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-19 01:41:08,8950518298,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-19 01:41:12,79HY5A9X5X,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-19 01:41:36,X35HHHA40Y,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-19 01:46:16,7777AX287H,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-19 01:46:19,YH855HY836,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-19 01:46:22,25Y08X7221,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-19 01:47:32,8Y3YYX98XH,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-19 01:48:22,XA6A3Y4Y9A,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-20 12:58:22,Y09H48H727,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-20 12:58:23,5X92593616,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-20 12:58:24,99Y170A252,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-20 12:58:25,8X8X675A27,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-20 01:07:36,H300XY8XXH,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-20 01:07:37,628AAAY74A,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
2018-12-20 01:07:46,HY2630Y852,purchase_model,insert_opening,1054call  huitech_generate_pivot_table("select cust_id,date_format(tr_time,'%M') as bill_month,sum(bill_labour_charge) as lc from bill_master group by cust_id, tr_time")
